status	key	category	source	traditional
covered	cosmetic.Festive Gift Box.name	Cosmetics	Ribboned Gift Box	
covered	cosmetic.Fire Shield.name	Cosmetics	Molten Core Heater	
covered	cosmetic.Fish Man Pink.name	Cosmetics	Roseate Finfolk Pet	
covered	cosmetic.Flame Spirit.name	Cosmetics	Flame Spirit Horns	
covered	cosmetic.Flame Tongue Kunai.name	Cosmetics	Flame Tongue Kunai	
covered	cosmetic.Flame.name	Cosmetics	Blazer Pet	
covered	cosmetic.Flameburst Kunai.name	Cosmetics	Flameburst Kunai	
covered	cosmetic.Fleetrunner.name	Cosmetics	Fleetrunner	
covered	cosmetic.Flintlock Pistol.name	Cosmetics	Flintlock Pistol	
covered	cosmetic.Flora.name	Cosmetics	Lakeblossom Pet	
covered	cosmetic.Focus Band.name	Cosmetics	Focus Band	
covered	cosmetic.Forest Friend Hat.name	Cosmetics	Forest Friend Hat	
covered	cosmetic.ForestChest.name	Cosmetics	Forest Chest	
covered	cosmetic.ForestFeet.name	Cosmetics	Forest Shoes	
covered	cosmetic.ForestLegs.name	Cosmetics	Forest Legs	
covered	cosmetic.Fortified Guardwall.name	Cosmetics	Fortified Guardwall	
covered	cosmetic.Frost Mark.name	Cosmetics	Frost Mark	
covered	cosmetic.Frostfang.name	Cosmetics	Frostfang	
covered	cosmetic.Frostscale Helm.name	Cosmetics	Frostscale Helm	
covered	cosmetic.Frostshard.name	Cosmetics	Frostshard	
covered	cosmetic.Frostspire Kunai.name	Cosmetics	Frostspire Kunai	
covered	cosmetic.Fruit Bowl.name	Cosmetics	Basket of Fruit	
covered	cosmetic.Funny Glasses.name	Cosmetics	Disguise Glasses	
covered	cosmetic.Fur Hood.name	Cosmetics	Fur Hood	
covered	cosmetic.Gatling Gun.name	Cosmetics	Gatling Gun	
covered	cosmetic.Ghost.name	Cosmetics	Whispling Pet	
covered	cosmetic.Ghostly Hat.name	Cosmetics	Ghostly Hat	
covered	cosmetic.Glimmerthorn.name	Cosmetics	Glimmerthorn	
covered	cosmetic.Gloom.name	Cosmetics	Spectre Pet	
covered	cosmetic.Glove_Agi.name	Cosmetics	Speed Gauntlets	
covered	cosmetic.Glove_Dex.name	Cosmetics	Precision Gauntlets	
covered	cosmetic.Glove_Int.name	Cosmetics	Mind Gauntlets	
covered	cosmetic.Glove_Luk.name	Cosmetics	Fate Gauntlets	
covered	cosmetic.Glove_Str.name	Cosmetics	Power Gauntlets	
covered	cosmetic.Glove_Vit.name	Cosmetics	Endurance Gauntlets	
covered	cosmetic.Goblin Minion.name	Cosmetics	Goblet Pet	
covered	cosmetic.Golden Aegis.name	Cosmetics	Golden Aegis	
covered	cosmetic.Golden Axe.name	Cosmetics	Golden Axe	
covered	cosmetic.Golden Crest.name	Cosmetics	Golden Crest	
covered	cosmetic.Golden Crown.name	Cosmetics	Golden Crown	
covered	cosmetic.Golden Hammer.name	Cosmetics	Golden Hammer	
covered	cosmetic.Golden Hoop.name	Cosmetics	Golden Hoop	
covered	cosmetic.Grasping Eye Urn.name	Cosmetics	Grasping Eye Urn	
covered	cosmetic.Grave Helm.name	Cosmetics	Grave Helm	
covered	cosmetic.GravemarrowChest.name	Cosmetics	Gravemarrow Chest	
covered	cosmetic.GravemarrowFeet.name	Cosmetics	Gravemarrow Shoes	
covered	cosmetic.GravemarrowLegs.name	Cosmetics	Gravemarrow Legs	
covered	cosmetic.Gravestone Breaker.name	Cosmetics	Gravestone Breaker	
covered	cosmetic.Green Shell.name	Cosmetics	Green Shell	
covered	cosmetic.Griffin_BlackandWhite.name	Cosmetics	Shadow Griffin	
covered	cosmetic.Griffin_BrownA.name	Cosmetics	Highland Griffin	
covered	cosmetic.Griffin_BrownB.name	Cosmetics	Wild Griffin	
covered	cosmetic.Griffin_Eagle.name	Cosmetics	Sky Eagle Griffin	
covered	cosmetic.Griffin_Flying.name	Cosmetics	Flying Griffin	
covered	cosmetic.Griffin_SnowOwl.name	Cosmetics	Snow Griffin	
covered	cosmetic.Grim Reaper Scythe.name	Cosmetics	Life Drinker	
covered	cosmetic.Guardblade.name	Cosmetics	Guardblade	
covered	cosmetic.Hands_Angel_F.name	Cosmetics	Angel Female Gloves	
covered	cosmetic.Hands_Angel_M.name	Cosmetics	Angel Male Gloves	
covered	cosmetic.Hands_Cuervo_F.name	Cosmetics	Cuervo Female Gloves	
covered	cosmetic.Hands_Cuervo_M.name	Cosmetics	Cuervo Male Gloves	
covered	cosmetic.Hands_CyberRogue.name	Cosmetics	Cyber Rogue Gloves	
covered	cosmetic.Hands_Demonic_F.name	Cosmetics	Demonic Female Gloves	
covered	cosmetic.Hands_Demonic_M.name	Cosmetics	Demonic Male Gloves	
covered	cosmetic.Hands_Gladys.name	Cosmetics	Gladys Gloves	
covered	cosmetic.Hands_Transparent.name	Cosmetics	Transparent Gloves	
covered	cosmetic.Happy Chipper Hat.name	Cosmetics	Happy Chipper Hat	
covered	cosmetic.Harvester of Souls.name	Cosmetics	Harvester of Souls	
covered	cosmetic.Haunt.name	Cosmetics	Hauntling Pet	
covered	cosmetic.Hawkeye Crossbow.name	Cosmetics	Hawkeye Crossbow	
covered	cosmetic.Head_Angel.name	Cosmetics	Angel Hat	
covered	cosmetic.Head_AngelBand.name	Cosmetics	Angel Band	
covered	cosmetic.Head_AoA.name	Cosmetics	Pierced Apple	
covered	cosmetic.Head_Aviator.name	Cosmetics	Aviator Hat	
covered	cosmetic.Head_BatLord.name	Cosmetics	Count's Cowl	
covered	cosmetic.Head_BunnyEars.name	Cosmetics	Bunny Ears	
covered	cosmetic.Head_CactusKing.name	Cosmetics	Monarch's Spinecrown	
covered	cosmetic.Head_CatBolt.name	Cosmetics	Regent's Stormhood	
covered	cosmetic.Head_CatEars.name	Cosmetics	Cat Ears	
covered	cosmetic.Head_CosmicBand.name	Cosmetics	Cosmic Band	
covered	cosmetic.Head_CupidHalo.name	Cosmetics	Golden Halo	
covered	cosmetic.Head_Demonic.name	Cosmetics	Demonic Headgear	
covered	cosmetic.Head_Easter_F.name	Cosmetics	Easter Female Hat	
covered	cosmetic.Head_Easter_M.name	Cosmetics	Easter Male Hat	
covered	cosmetic.Head_FeatheredCrown_Brown.name	Cosmetics	Brown Feathered Crown	
covered	cosmetic.Head_FeatheredCrown_Rainbow.name	Cosmetics	Rainbow Feathered Crown	
covered	cosmetic.Head_FireFox.name	Cosmetics	Fire Fox Hat	
covered	cosmetic.Head_FlowerHat.name	Cosmetics	Sunbloom Hat	
covered	cosmetic.Head_FoxEars.name	Cosmetics	Fox Ears	
covered	cosmetic.Head_Froggie.name	Cosmetics	Froggie Headband	
covered	cosmetic.Head_Gladys.name	Cosmetics	Gladys Hat	
covered	cosmetic.Head_HareHorns.name	Cosmetics	Vorpal Horns	
covered	cosmetic.Head_HermitKing.name	Cosmetics	Shell Tyrant Crown	
covered	cosmetic.Head_IceCrown.name	Cosmetics	Frostweaver Crown	
covered	cosmetic.Head_IceFox.name	Cosmetics	Ice Fox Hat	
covered	cosmetic.Head_IceGolem.name	Cosmetics	Titanfrost Crown	
covered	cosmetic.Head_ImpDevil.name	Cosmetics	Calcifur Headdress	
covered	cosmetic.Head_MajesticHorn.name	Cosmetics	Majestic Horns	
covered	cosmetic.Head_Priest.name	Cosmetics	Priest Hat	
covered	cosmetic.Head_QueenWorm.name	Cosmetics	Broodworm Cowl	
covered	cosmetic.Head_Ribbon_Red.name	Cosmetics	Red Ribbon	
covered	cosmetic.Head_Ribbon_Yellow.name	Cosmetics	Yellow Ribbon	
covered	cosmetic.Head_Sakkat.name	Cosmetics	Sakkat	
covered	cosmetic.Head_ScorpionKing.name	Cosmetics	Scorpion King Crown	
covered	cosmetic.Head_Shinobi.name	Cosmetics	Shinobi Hat	
covered	cosmetic.Head_SnakeNaga.name	Cosmetics	Serpent Charmer Hat	
covered	cosmetic.Head_SpiderQueenRobot.name	Cosmetics	Supharan Widow Veil	
covered	cosmetic.Head_Sprout.name	Cosmetics	Sprig Cap	
covered	cosmetic.Head_Sting.name	Cosmetics	Bumblebee Beanie	
covered	cosmetic.Head_Transparent.name	Cosmetics	Transparent Hat	
covered	cosmetic.Head_TurtleChampion.name	Cosmetics	Reefguard Visor	
covered	cosmetic.Head_Urban.name	Cosmetics	Urban Hat	
covered	cosmetic.Head_Werewolf.name	Cosmetics	Moonfang Hood	
covered	cosmetic.Head_Wizard.name	Cosmetics	Wizard Hat	
covered	cosmetic.Head_WormCreep.name	Cosmetics	Whispering Worm	
covered	cosmetic.Head_Wraith.name	Cosmetics	Apostle's Duskhat	
covered	cosmetic.Head_Xmas_M_Blue.name	Cosmetics	Blue Christmas Hat	
covered	cosmetic.Head_Xmas_M_Red.name	Cosmetics	Red Christmas Hat	
covered	cosmetic.Heart Vessel.name	Cosmetics	Heart Vessel	
covered	cosmetic.Heartgaze Shades.name	Cosmetics	Heartgaze Shades	
covered	cosmetic.Heartloop Earring.name	Cosmetics	Heartloop Earring	
covered	cosmetic.Hellfire Staff.name	Cosmetics	Hellfire Staff	
covered	cosmetic.Hellhorn Hood.name	Cosmetics	Hellhorn Hood	
covered	cosmetic.Hermit Hood.name	Cosmetics	Hermit Hood	
covered	cosmetic.Hexweaver Hat.name	Cosmetics	Hexweaver Hat	
covered	cosmetic.Holy Shield.name	Cosmetics	Holy Crest	
covered	cosmetic.Holy Staff.name	Cosmetics	Holy Staff	
covered	cosmetic.Hornbrand.name	Cosmetics	Hornbrand	
covered	cosmetic.Horned Crusader Helm.name	Cosmetics	Horned Crusader Helm	
covered	cosmetic.Horned Vanguard.name	Cosmetics	Viking Helm	
covered	cosmetic.Horse_Black.name	Cosmetics	Black Horse	
covered	cosmetic.Horse_Black_Roan.name	Cosmetics	Black Roan Horse	
covered	cosmetic.Horse_Flame.name	Cosmetics	Lunar Flame Horse	
covered	cosmetic.Horse_Palomino.name	Cosmetics	Palomino Horse	
covered	cosmetic.Horse_Tobiano.name	Cosmetics	Tobiano Horse	
covered	cosmetic.Horse_White.name	Cosmetics	White Horse	
covered	cosmetic.Housefly Nom.name	Cosmetics	Bogwing Pet	
covered	cosmetic.Hunting Knife.name	Cosmetics	Hunting Knife	
covered	cosmetic.Hunting Pike.name	Cosmetics	Hunting Pike	
covered	cosmetic.Icicle.name	Cosmetics	Icicle Pet	
covered	cosmetic.Imp Mischief.name	Cosmetics	Fire Gremlin Pet	
covered	cosmetic.Insect Carapace.name	Cosmetics	Insect Carapace	
covered	cosmetic.Iron Ankh.name	Cosmetics	Iron Ankh	
covered	cosmetic.Iron Bulwark.name	Cosmetics	Iron Bulwark	
covered	cosmetic.Iron Fortitude.name	Cosmetics	Iron Fortitude	
covered	cosmetic.Iron Guard Helm.name	Cosmetics	Guard Helm	
covered	cosmetic.Iron Halo.name	Cosmetics	Saint's Burden	
covered	cosmetic.Iron Morningstar.name	Cosmetics	Iron Morningstar	
covered	cosmetic.Iron Reaver.name	Cosmetics	Iron Reaver	
covered	cosmetic.Iron Spear.name	Cosmetics	Iron Spear	
covered	cosmetic.Iron Spire.name	Cosmetics	Chained Spire	
covered	cosmetic.Ironhorn Cap.name	Cosmetics	Gorehorn Helm	
covered	cosmetic.Ironshade Helm.name	Cosmetics	Ironshade Helm	
covered	cosmetic.IslandChest.name	Cosmetics	Island Spirit Chest	
covered	cosmetic.IslandFeet.name	Cosmetics	Island Spirit Shoes	
covered	cosmetic.IslandLegs.name	Cosmetics	Island Spirit Legs	
covered	cosmetic.Jagtooth.name	Cosmetics	Jagtooth	
covered	cosmetic.Jellyfish Robot.name	Cosmetics	Stormjelly Pet	
covered	cosmetic.Jester Hat.name	Cosmetics	Jester Hat	
covered	cosmetic.Knife.name	Cosmetics	Knife	
covered	cosmetic.Knight_1.name	Cosmetics	Breaking Advance	
covered	cosmetic.Knight_2.name	Cosmetics	Sweeping Order	
covered	cosmetic.Knight_3.name	Cosmetics	Lightning Stance	
covered	cosmetic.Knight_4.name	Cosmetics	Rescuing Throw	
covered	cosmetic.Knight_5.name	Cosmetics	Iron Response	
covered	cosmetic.Knight_6.name	Cosmetics	Vanguard Doctrine	
covered	cosmetic.KnightChest.name	Cosmetics	Skystrider Chest	
covered	cosmetic.KnightFeet.name	Cosmetics	Skystrider Shoes	
covered	cosmetic.KnightLegs.name	Cosmetics	Skystrider Legs	
covered	cosmetic.Knuckleband.name	Cosmetics	Knuckleband	
covered	cosmetic.Kunai.name	Cosmetics	Kunai	
covered	cosmetic.Launcher.name	Cosmetics	Launcher	
covered	cosmetic.Leaf Mask.name	Cosmetics	Leaf Mask	
covered	cosmetic.Leg_Agi.name	Cosmetics	Speed Greaves	
covered	cosmetic.Leg_Dex.name	Cosmetics	Precision Greaves	
covered	cosmetic.Leg_Int.name	Cosmetics	Mind Greaves	
covered	cosmetic.Leg_Luk.name	Cosmetics	Fate Greaves	
covered	cosmetic.Leg_Str.name	Cosmetics	Power Greaves	
covered	cosmetic.Leg_Vit.name	Cosmetics	Endurance Greaves	
covered	cosmetic.Legionnaire Helm.name	Cosmetics	Legionnaire Helm	
covered	cosmetic.Legs_AcademyF.name	Cosmetics	Academy Female Pants	
covered	cosmetic.Legs_AcademyM.name	Cosmetics	Academy Male Pants	
covered	cosmetic.Legs_Angel_F.name	Cosmetics	Angel Female Pants	
covered	cosmetic.Legs_Angel_M.name	Cosmetics	Angel Male Pants	
covered	cosmetic.Legs_Cuervo_F.name	Cosmetics	Cuervo Female Pants	
covered	cosmetic.Legs_Cuervo_M.name	Cosmetics	Cuervo Male Pants	
covered	cosmetic.Legs_CyberRogue.name	Cosmetics	Cyber Rogue Pants	
covered	cosmetic.Legs_Demonic_F.name	Cosmetics	Demonic Female Pants	
covered	cosmetic.Legs_Demonic_M.name	Cosmetics	Demonic Male Pants	
covered	cosmetic.Legs_Easter_F.name	Cosmetics	Easter Female Pants	
covered	cosmetic.Legs_Easter_M.name	Cosmetics	Easter Male Pants	
covered	cosmetic.Legs_FireFox.name	Cosmetics	Fire Fox Pants	
covered	cosmetic.Legs_Gladys.name	Cosmetics	Gladys Pants	
covered	cosmetic.Legs_GS.name	Cosmetics	Gunslinger Pants	
covered	cosmetic.Legs_IceFox.name	Cosmetics	Ice Fox Pants	
covered	cosmetic.Legs_Priest_F.name	Cosmetics	Priest Female Pants	
covered	cosmetic.Legs_Priest_M.name	Cosmetics	Priest Male Pants	
covered	cosmetic.Legs_Shinobi.name	Cosmetics	Shinobi Pants	
covered	cosmetic.Legs_SpiritValer.name	Cosmetics	Spirit Valer Pants	
covered	cosmetic.Legs_SukebanF.name	Cosmetics	Sukeban Female Pants	
covered	cosmetic.Legs_SukebanM.name	Cosmetics	Sukeban Male Pants	
covered	cosmetic.Legs_Transparent.name	Cosmetics	Transparent Pants	
covered	cosmetic.Legs_Urban.name	Cosmetics	Urban Pants	
covered	cosmetic.Legs_Wizard_F.name	Cosmetics	Wizard Female Pants	
covered	cosmetic.Legs_Wizard_M.name	Cosmetics	Wizard Male Pants	
covered	cosmetic.Life Staff.name	Cosmetics	Life Staff	
covered	cosmetic.Lifebloom Shoes.name	Cosmetics	Lifebloom Shoes	
covered	cosmetic.Longbow.name	Cosmetics	Longbow	
covered	cosmetic.Lucky Drops.name	Cosmetics	Lucky Drops	
covered	cosmetic.Lurker.name	Cosmetics	Creepy Crawly Pet	
covered	cosmetic.Luxbane.name	Cosmetics	Luxbane	
covered	cosmetic.Luxspire.name	Cosmetics	Luxspire	
covered	cosmetic.Mace.name	Cosmetics	Mace	
covered	cosmetic.Mage Guard.name	Cosmetics	Mage Guard	
covered	cosmetic.Mage Plate.name	Cosmetics	Mage Plate	
covered	cosmetic.Mage_1.name	Cosmetics	Elementalist	
covered	cosmetic.Mage_2.name	Cosmetics	Spellshot	
covered	cosmetic.Mage_3.name	Cosmetics	Blink Step	
covered	cosmetic.Mage_4.name	Cosmetics	Ley Pulse	
covered	cosmetic.Mage_5.name	Cosmetics	Frostglass	
covered	cosmetic.Mage_6.name	Cosmetics	Combustion	
covered	cosmetic.MageChest.name	Cosmetics	Spellthread Chest	
covered	cosmetic.MageFeet.name	Cosmetics	Spellthread Shoes	
covered	cosmetic.MageLegs.name	Cosmetics	Spellthread Legs	
covered	cosmetic.Mana Cask.name	Cosmetics	Mana Cask	
covered	cosmetic.Mana Potion.name	Cosmetics	Mana Potion	
covered	cosmetic.Master Axe.name	Cosmetics	Master Axe	
covered	cosmetic.Master Codex.name	Cosmetics	Master Codex	
covered	cosmetic.Master Dagger.name	Cosmetics	Master Dagger	
covered	cosmetic.Master Hammer.name	Cosmetics	Master Hammer	
covered	cosmetic.Master Katar.name	Cosmetics	Master Katar	
covered	cosmetic.Master Revolver.name	Cosmetics	Master Pistol	
covered	cosmetic.Master Scythe.name	Cosmetics	Master Scythe	
covered	cosmetic.Master Slingshot.name	Cosmetics	Master Bow	
covered	cosmetic.Master Spear.name	Cosmetics	Master Spear	
covered	cosmetic.Master Sword.name	Cosmetics	Master Sword	
covered	cosmetic.Master Wand.name	Cosmetics	Master Wand	
covered	cosmetic.Mechanical Core.name	Cosmetics	Mechanical Core	
covered	cosmetic.Meteoric Staff.name	Cosmetics	Meteoric Staff	
covered	cosmetic.Mimic Barrel.name	Cosmetics	Barrel Mimic Pet	
covered	cosmetic.Mimic Book.name	Cosmetics	False Grimoire Pet	
covered	cosmetic.Mimic Candle.name	Cosmetics	Wicktrap Pet	
covered	cosmetic.Mimic Living Trap.name	Cosmetics	Safe Trap Pet	
covered	cosmetic.Mimic Sword.name	Cosmetics	Sharp Mimic Pet	
covered	cosmetic.Mimic Treasure Chest.name	Cosmetics	Treasure Mimic Pet	
covered	cosmetic.Mindweave.name	Cosmetics	Mindweave	
covered	cosmetic.Mirage Cloak.name	Cosmetics	Mirage Cloak	
covered	cosmetic.Mischief Gift Box.name	Cosmetics	Mischief Gift Box	
covered	cosmetic.Mitre of Sanctity.name	Cosmetics	Mitre of Sanctity	
covered	cosmetic.Molten Core.name	Cosmetics	Sunstone Geode	
covered	cosmetic.Monster Bat.name	Cosmetics	Bloatwing Pet	
covered	cosmetic.Moonfrost.name	Cosmetics	Moonfrost	
covered	cosmetic.Moonshadow Hat.name	Cosmetics	Moonshadow Hat	
covered	cosmetic.Moonweave Gloves.name	Cosmetics	Moonweave Band	
covered	cosmetic.Mosquito Pester.name	Cosmetics	Buzzbite Pet	
covered	cosmetic.Moth Moon.name	Cosmetics	Moonveil Moth Pet	
covered	cosmetic.Mount_AngelLion.name	Cosmetics	Angel Lion	
covered	cosmetic.Mount_BananaDuck.name	Cosmetics	Banana Duck	
covered	cosmetic.Mount_DemonDragon.name	Cosmetics	Demon Dragon	
covered	cosmetic.Mount_FireFox.name	Cosmetics	Pyronyx	
covered	cosmetic.Mount_FloraWhale.name	Cosmetics	Flora Whale	
covered	cosmetic.Mount_IceFox.name	Cosmetics	Polarian	
covered	cosmetic.Mouth_Demonic_F.name	Cosmetics	Demonic Female Mouth	
covered	cosmetic.Mouth_Demonic_M.name	Cosmetics	Demonic Male Mouth	
covered	cosmetic.Mushroom.name	Cosmetics	Capkin Pet	
covered	cosmetic.Mystic Hat.name	Cosmetics	Mystic Hat	
covered	cosmetic.Mystic Hood.name	Cosmetics	Mystic Hood	
covered	cosmetic.Necronomicon.name	Cosmetics	Necronomicon	
covered	cosmetic.Neko Hood.name	Cosmetics	Neko Hood	
covered	cosmetic.Night Chest.name	Cosmetics	Night Armor	
covered	cosmetic.Night Feet.name	Cosmetics	Night Boots	
covered	cosmetic.Night Helm.name	Cosmetics	Night Helm	
covered	cosmetic.Night Legs.name	Cosmetics	Night Greaves	
covered	cosmetic.Night Shield.name	Cosmetics	Compass of Dawn	
covered	cosmetic.Nightfang Stud.name	Cosmetics	Nightfang Stud	
covered	cosmetic.Ninja Hood.name	Cosmetics	Ninja Hood	
covered	cosmetic.Nomad Hood.name	Cosmetics	Nomad Hood	
covered	cosmetic.NoviceChest.name	Cosmetics	Novice Chest	
covered	cosmetic.NoviceFeet.name	Cosmetics	Novice Shoes	
covered	cosmetic.NoviceLegs.name	Cosmetics	Novice Legs	
covered	cosmetic.Nozzle Robot.name	Cosmetics	S.U. NOZZLE Pet	
covered	cosmetic.Oak Bow.name	Cosmetics	Oak Bow	
covered	cosmetic.Oathbound Helm.name	Cosmetics	Oathbound Helm	
covered	cosmetic.Obsidian Band.name	Cosmetics	Obsidian Band	
covered	cosmetic.Obsidian Edge.name	Cosmetics	Obsidian Edge	
covered	cosmetic.Obsidian Loop.name	Cosmetics	Obsidian Loop	
covered	cosmetic.Obsidian Pillar.name	Cosmetics	Sealed Scroll Totem	
covered	cosmetic.Ocular Grimoire.name	Cosmetics	Ocular Grimoire	
covered	cosmetic.Onyx Bolt.name	Cosmetics	Onyx Bolt	
covered	cosmetic.Ornamented Staff.name	Cosmetics	Ornamented Staff	
covered	cosmetic.Oxygen Tank.name	Cosmetics	Dangerous Tank	
covered	cosmetic.Paladin Crest.name	Cosmetics	Paladin Crest	
covered	cosmetic.Paladin_1.name	Cosmetics	Resolute Pose	
covered	cosmetic.Paladin_2.name	Cosmetics	Crushing Advance	
covered	cosmetic.Paladin_3.name	Cosmetics	Sacred Bastion	
covered	cosmetic.Paladin_4.name	Cosmetics	Divine Retribution	
covered	cosmetic.Parrying Knife.name	Cosmetics	Parrying Knife	
covered	cosmetic.Pet_Angeling.name	Cosmetics	Angeling	
covered	cosmetic.Pet_Cat_BlackPatch.name	Cosmetics	Persian Cat	
covered	cosmetic.Pet_Cat_Ginger.name	Cosmetics	Ginger Cat	
covered	cosmetic.Pet_Cat_Grey.name	Cosmetics	Grey Munchkin Cat	
covered	cosmetic.Pet_Cat_Whiteface.name	Cosmetics	British Shorthair Cat	
covered	cosmetic.Pet_Cat_WhiteGrey.name	Cosmetics	Ragdoll Cat	
covered	cosmetic.Pet_DemonicImp.name	Cosmetics	Demonic Imp	
covered	cosmetic.Pet_Dog_Buddy.name	Cosmetics	Golden Poodle Dog	
covered	cosmetic.Pet_Dog_Hope.name	Cosmetics	Black Terrier Dog	
covered	cosmetic.Pet_Dog_Jessie.name	Cosmetics	White Labrador Dog	
covered	cosmetic.Pet_Dog_Loki.name	Cosmetics	Pomsky Dog	
covered	cosmetic.Pet_Dog_Mishka.name	Cosmetics	German Shepherd Dog	
covered	cosmetic.Pet_Dog_Pardo.name	Cosmetics	Husky Dog	
covered	cosmetic.Pet_Dog_Shadow.name	Cosmetics	Black Labrador Dog	
covered	cosmetic.Pet_Dog_Tillie.name	Cosmetics	Cattle Dog	
covered	cosmetic.Pet_Earth.name	Cosmetics	Leafling	
covered	cosmetic.Pet_EasterBunny.name	Cosmetics	Easter Bunny	
covered	cosmetic.Pet_Fire.name	Cosmetics	Dawnling	
covered	cosmetic.Pet_Griff_BlacknWhite.name	Cosmetics	Black Griffin	
covered	cosmetic.Pet_Griff_BlueJay.name	Cosmetics	Blue Jay Griffin	
covered	cosmetic.Pet_Griff_Brown.name	Cosmetics	Brown Griffin	
covered	cosmetic.Pet_Griff_Eagle.name	Cosmetics	Eagle Griffin	
covered	cosmetic.Pet_Griff_Mallard.name	Cosmetics	Mallard Griffin	
covered	cosmetic.Pet_HybridBunny.name	Cosmetics	Hybrid Bunny	
covered	cosmetic.Pet_Water.name	Cosmetics	Aqualing	
covered	cosmetic.Pet_Wind.name	Cosmetics	Wildling	
covered	cosmetic.Phantom Kunai.name	Cosmetics	Phantom Kunai	
covered	cosmetic.Phantom Mask.name	Cosmetics	Phantom Mask	
covered	cosmetic.Piercer.name	Cosmetics	Piercer	
covered	cosmetic.Pirate Hat.name	Cosmetics	Pirate Hat	
covered	cosmetic.PirateChest.name	Cosmetics	Pirate Coat	
covered	cosmetic.PirateFeet.name	Cosmetics	Pirate Shoes	
covered	cosmetic.PirateGloves.name	Cosmetics	Pirate Hook	
covered	cosmetic.PirateLegs.name	Cosmetics	Pirate Pants	
covered	cosmetic.Pistol.name	Cosmetics	Pistol	
covered	cosmetic.Plant Shooter.name	Cosmetics	Bogspitter Pet	
covered	cosmetic.Plasma Helmet.name	Cosmetics	Plasma Helmet	
covered	cosmetic.Plasma Shell.name	Cosmetics	Plasma Shell	
covered	cosmetic.Plasma Sword Blue.name	Cosmetics	Azure Flow	
covered	cosmetic.Plasma Sword Purple.name	Cosmetics	Violet Arc	
covered	cosmetic.Plasma Sword Yellow.name	Cosmetics	Solar Pulse	
covered	cosmetic.PlasmaChest.name	Cosmetics	Plasma Suit	
covered	cosmetic.PlasmaFeet.name	Cosmetics	Plasma Boots	
covered	cosmetic.PlasmaLegs.name	Cosmetics	Plasma Greaves	
covered	cosmetic.Plum Talisman.name	Cosmetics	Plum Talisman	
covered	cosmetic.Pollen.name	Cosmetics	Sneezle Pet	
covered	cosmetic.Potion Bowl.name	Cosmetics	Alchemist's Bowl	
covered	cosmetic.Potion Gourd.name	Cosmetics	Sealed Potion Gourd	
covered	cosmetic.Potions.name	Cosmetics	Potion Pouch	
covered	cosmetic.Priest_1.name	Cosmetics	Veil of the Exorcist	
covered	cosmetic.Priest_2.name	Cosmetics	Martyr's Oath	
covered	cosmetic.Priest_3.name	Cosmetics	Exorcist's Brand	
covered	cosmetic.Priest_4.name	Cosmetics	Eclipsing Aegis	
covered	cosmetic.Priest_5.name	Cosmetics	Overflowing Grace	
covered	cosmetic.Priest_6.name	Cosmetics	Resurrection Pact	
covered	cosmetic.Priest_7.name	Cosmetics	Purity	
covered	cosmetic.Priest_8.name	Cosmetics	Sanctuary Doctrine	
covered	cosmetic.Pumpkin Head.name	Cosmetics	Jack-o'-lantern	
covered	cosmetic.Quillcap.name	Cosmetics	Quillcap	
covered	cosmetic.Quiver of Thorns.name	Cosmetics	Quiver of Thorns	
covered	cosmetic.Quiver.name	Cosmetics	Quiver	
covered	cosmetic.Rabbit.name	Cosmetics	Meadow Hare Pet	
covered	cosmetic.Radiant Dagger.name	Cosmetics	Radiant Dagger	
covered	cosmetic.Radiant Wand.name	Cosmetics	Radiant Wand	
covered	cosmetic.Ragebound Fury.name	Cosmetics	Ragebound Fury	
covered	cosmetic.Raider Helm.name	Cosmetics	Raider Helm	
covered	cosmetic.Ram Skull Mask.name	Cosmetics	Ram Skull Mask	
covered	cosmetic.Ransack.name	Cosmetics	Tomato Basket	
covered	cosmetic.Rat Grey.name	Cosmetics	Grimerat Pet	
covered	cosmetic.Razor Edge.name	Cosmetics	Razor's Edge	
covered	cosmetic.Razor Kunai.name	Cosmetics	Razor Kunai	
covered	cosmetic.Razor Robot.name	Cosmetics	S.U. Razor Unit Pet	
covered	cosmetic.Reaper Scythe.name	Cosmetics	Grim Scythe	
covered	cosmetic.Recurve Bow.name	Cosmetics	Recurve Bow	
covered	cosmetic.Red Maw.name	Cosmetics	Red Maw	
covered	cosmetic.Red Shell.name	Cosmetics	Terrapin v2000	
covered	cosmetic.Regal Tricorne.name	Cosmetics	Regal Tricorne	
covered	cosmetic.Reindeer Headband.name	Cosmetics	Reindeer Headband	
covered	cosmetic.Reindeer Hood.name	Cosmetics	Reindeer Hood	
covered	cosmetic.ReindeerChest.name	Cosmetics	Reindeer Chest	
covered	cosmetic.ReindeerFeet.name	Cosmetics	Reindeer Shoes	
covered	cosmetic.ReindeerGloves.name	Cosmetics	Reindeer Gloves	
covered	cosmetic.ReindeerLegs.name	Cosmetics	Reindeer Legs	
covered	cosmetic.Relic Trident.name	Cosmetics	Relic Trident	
covered	cosmetic.Repeater Crossbow.name	Cosmetics	Repeater Crossbow	
covered	cosmetic.Resonant Headphones.name	Cosmetics	Resonant Headphones	
covered	cosmetic.Rifle.name	Cosmetics	Rifle	
covered	cosmetic.Riftbreaker.name	Cosmetics	Riftbreaker	
covered	cosmetic.Rod.name	Cosmetics	Rod	
covered	cosmetic.Rogue_1.name	Cosmetics	Silent Circle	
